oblast,region,row_id,text,col,local_val,remote_val,action
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,447667,"Производство кирпича, черепицы и прочих строительных изделий из обожженной глины",y122023,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,447667,"Производство кирпича, черепицы и прочих строительных изделий из обожженной глины",y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,447668,"Производство кирпича, черепицы и прочих строительных изделий из обожженной глины",—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,447688,"Производство изделий из бетона, цемента и строительного гипса ",y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,447689,Производство строительных изделий из бетона,y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,447689,Производство строительных изделий из бетона,y122021,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,447690,Производство сборных железобетонных и бетонных конструкций и изделий,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,447691,Производство стеновых блоков,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,447695,Производство товарного бетона ,y122021,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,447695,Производство товарного бетона ,y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,447696,Производство товарного бетона,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,20575343,Производство товарного бетона ,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,447739,"Производство свинца, цинка и олова",—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,18951433,Производство прочих готовых металлических изделий,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,447849,Производство электрического оборудования,y122021,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,447850,"Производство электродвигателей, генераторов, трансформаторов и электрораспределительной и регулирующей аппаратуры",y122021,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,447851,"Производство электродвигателей, генераторов и трансформаторов",y122021,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,447852,"Производство электродвигателей, генераторов и трансформаторов ",—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,447854,Производство электрораспределительной и регулирующей аппаратуры ,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448050,Ремонт и установка машин и оборудования,y122023,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448087,"Монтаж, установка промышленных машин и оборудования",y122023,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448088,"Монтаж, установка промышленных машин и оборудования",y122023,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448089,"Монтаж, установка промышленных машин и оборудования",—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,20575776,Производство электроэнергии солнечными электростанциями,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,18951389,Передача электроэнергии,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448101,Распределение электроэнергии,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448108,Распределение газообразного топлива по трубопроводам,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448115,Теплоснабжение,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,18951432,Производство тепловой энергии тепловыми электростанциями (включая ТЭЦ),—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,20575798,Передача тепловой энергии,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448117,"Водоснабжение; водоотведение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений",text,"Водоснабжение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений","Водоснабжение; водоотведение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений",PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448118,"Забор, обработка и распределение воды",text,"Сбор, обработка и распределение воды","Забор, обработка и распределение воды",PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448118,"Забор, обработка и распределение воды",parent_text,"Водоснабжение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений","Водоснабжение; водоотведение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений",PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448119,"Забор, обработка и распределение воды",text,"Сбор, обработка и распределение воды","Забор, обработка и распределение воды",PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448119,"Забор, обработка и распределение воды",parent_text,"Сбор, обработка и распределение воды","Забор, обработка и распределение воды",PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448120,"Забор, обработка и распределение воды",text,"Сбор, обработка и распределение воды","Забор, обработка и распределение воды",PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448120,"Забор, обработка и распределение воды",parent_text,"Сбор, обработка и распределение воды","Забор, обработка и распределение воды",PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448121,"Забор, обработка и распределение воды",—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448122,Сбор и обработка сточных вод,parent_text,"Водоснабжение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений","Водоснабжение; водоотведение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений",PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448125,Сбор и обработка сточных вод,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,77255697,Эксплуатация сетей и сооружений систем водоотведения (канализации),—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448126,"Сбор, обработка и удаление отходов; утилизация (восстановление) материалов",y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448126,"Сбор, обработка и удаление отходов; утилизация (восстановление) материалов",parent_text,"Водоснабжение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений","Водоснабжение; водоотведение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений",PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448127,Сбор отходов,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448128,Сбор неопасных отходов,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448129,Сбор неопасных отходов,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448137,Утилизация (восстановление) материалов ,y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448137,Утилизация (восстановление) материалов ,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448140,Переработка отсортированных материалов,y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448140,Переработка отсортированных материалов,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КЕНТАУ Г.А.,448143,Переработка неметаллических отходов,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447176,"Выращивание зерновых (кроме риса), бобовых и масличных культур",y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447178,Выращивание масличных культур и их семян,y122023,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,3783380,"Выращивание зерновых и зернобобовых культур, включая семеноводство",y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447181,"Выращивание овощей, бахчевых, корнеплодов и клубнеплодов",y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447183,"Выращивание овощей, их семян и рассады",y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447195,"Выращивание прочих одно- или двухлетних культур, не включенных в другие группировки",y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447196,Выращивание многолетних культур,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447203,Выращивание семечковых и косточковых плодов,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447204,Выращивание семечковых и косточковых плодов,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447219,Разведение крупного рогатого скота молочного направления,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447220,Разведение крупного рогатого скота молочного направления,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447221,Разведение прочего крупного рогатого скота и буйволов,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447222,Разведение прочего крупного рогатого скота и буйволов,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447237,Разведение прочих видов животных,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447238,Разведение прочих видов животных,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447239,Смешанное сельское хозяйство,y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447240,Смешанное сельское хозяйство,y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447241,Смешанное сельское хозяйство,y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448237,"Оптовая торговля, за исключением торговли автомобилями и мотоциклами",y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448237,"Оптовая торговля, за исключением торговли автомобилями и мотоциклами",y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448237,"Оптовая торговля, за исключением торговли автомобилями и мотоциклами",y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448267,"Оптовая торговля продуктами питания, напитками и табачными изделиями",y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448267,"Оптовая торговля продуктами питания, напитками и табачными изделиями",y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448267,"Оптовая торговля продуктами питания, напитками и табачными изделиями",y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448270,Оптовая торговля мясом и мясными продуктами,y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448270,Оптовая торговля мясом и мясными продуктами,y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448270,Оптовая торговля мясом и мясными продуктами,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448271,Оптовая торговля мясом и мясными продуктами,y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448271,Оптовая торговля мясом и мясными продуктами,y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448271,Оптовая торговля мясом и мясными продуктами,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448409,Розничная торговля прочими бытовыми товарами в специализированных магазинах ,y122021,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448409,Розничная торговля прочими бытовыми товарами в специализированных магазинах ,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448416,Розничная торговля электрическими бытовыми приборами в специализированных магазинах,y122021,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448416,Розничная торговля электрическими бытовыми приборами в специализированных магазинах,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,3647962,"Розничная торговля электрическими бытовыми приборами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",y122021,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,3647962,"Розничная торговля электрическими бытовыми приборами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448476,Деятельность сухопутного и трубопроводного транспорта ,y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448476,Деятельность сухопутного и трубопроводного транспорта ,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448499,Деятельность трубопроводного транспорта,y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448499,Деятельность трубопроводного транспорта,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448500,Деятельность трубопроводного транспорта,y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448500,Деятельность трубопроводного транспорта,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448501,Деятельность трубопроводного транспорта,y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448501,Деятельность трубопроводного транспорта,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448585,Информация и связь,y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448623,Телекоммуникации,y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,18946147,Беспроводная телекоммуникационная связь посредством единой транспортной среды,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448633,Прочая деятельность в области телекоммуникаций,y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448633,Прочая деятельность в области телекоммуникаций,y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448634,Прочая деятельность в области телекоммуникаций,y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448634,Прочая деятельность в области телекоммуникаций,y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,18946154,"Прочая деятельность в области телекоммуникаций, не включенная в другие группировки",y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,18946154,"Прочая деятельность в области телекоммуникаций, не включенная в другие группировки",y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448719,Аренда и управление собственной или арендуемой недвижимостью,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448720,Аренда и управление собственной или арендуемой недвижимостью,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,18946171,Аренда и управление собственной недвижимостью,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448918,Образование,y122023,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448919,Образование,y122023,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448926,Среднее образование (2-й и 3-й уровни),y122023,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448927,Основное и общее среднее образование,y122023,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448928,Основное и общее среднее образование,y122023,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447319,Добыча отделочного и строительного камня,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447346,Обрабатывающая промышленность,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447347,Производство продуктов питания,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447348,Переработка и консервирование мяса и производство мясной продукции,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447350,Переработка и консервирование мяса,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447351,Переработка и консервирование мяса сельскохозяйственной птицы ,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447352,Переработка и консервирование мяса сельскохозяйственной птицы ,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447358,Переработка и консервирование фруктов и овощей,y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447361,Производство фруктовых и овощных соков,y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447362,Производство фруктовых и овощных соков,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447408,Производство готовых кормов для животных,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447409,Производство готовых кормов для сельскохозяйственных животных,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,447410,Производство готовых кормов для сельскохозяйственных животных,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,18951389,Передача электроэнергии,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448101,Распределение электроэнергии,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448108,Распределение газообразного топлива по трубопроводам,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448117,"Водоснабжение; водоотведение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений",text,"Водоснабжение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений","Водоснабжение; водоотведение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений",PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448118,"Забор, обработка и распределение воды",text,"Сбор, обработка и распределение воды","Забор, обработка и распределение воды",PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448118,"Забор, обработка и распределение воды",parent_text,"Водоснабжение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений","Водоснабжение; водоотведение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений",PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448119,"Забор, обработка и распределение воды",text,"Сбор, обработка и распределение воды","Забор, обработка и распределение воды",PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448119,"Забор, обработка и распределение воды",parent_text,"Сбор, обработка и распределение воды","Забор, обработка и распределение воды",PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448120,"Забор, обработка и распределение воды",text,"Сбор, обработка и распределение воды","Забор, обработка и распределение воды",PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448120,"Забор, обработка и распределение воды",parent_text,"Сбор, обработка и распределение воды","Забор, обработка и распределение воды",PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448121,"Забор, обработка и распределение воды",—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448122,Сбор и обработка сточных вод,parent_text,"Водоснабжение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений","Водоснабжение; водоотведение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений",PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,РАЙОН БАЙДИБЕКА,448125,Сбор и обработка сточных вод,—,ОТСУТСТВУЕТ,—,ADDED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КАЗЫГУРТСКИЙ РАЙОН,447178,Выращивание масличных культур и их семян,y122021,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КАЗЫГУРТСКИЙ РАЙОН,447178,Выращивание масличных культур и их семян,y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КАЗЫГУРТСКИЙ РАЙОН,447181,"Выращивание овощей, бахчевых, корнеплодов и клубнеплодов",y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КАЗЫГУРТСКИЙ РАЙОН,447183,"Выращивание овощей, их семян и рассады",y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КАЗЫГУРТСКИЙ РАЙОН,447221,Разведение прочего крупного рогатого скота и буйволов,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КАЗЫГУРТСКИЙ РАЙОН,447222,Разведение прочего крупного рогатого скота и буйволов,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КАЗЫГУРТСКИЙ РАЙОН,447223,Разведение лошадей и прочих животных семейства лошадиных,y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КАЗЫГУРТСКИЙ РАЙОН,447223,Разведение лошадей и прочих животных семейства лошадиных,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КАЗЫГУРТСКИЙ РАЙОН,447224,Разведение лошадей,y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КАЗЫГУРТСКИЙ РАЙОН,447224,Разведение лошадей,y122022,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КАЗЫГУРТСКИЙ РАЙОН,447232,Разведение сельскохозяйственной птицы ,y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КАЗЫГУРТСКИЙ РАЙОН,447232,Разведение сельскохозяйственной птицы ,y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КАЗЫГУРТСКИЙ РАЙОН,447233,"Разведение птицы на мясо, племенной птицы и молодняка",y122020,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КАЗЫГУРТСКИЙ РАЙОН,447233,"Разведение птицы на мясо, племенной птицы и молодняка",y122019,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КАЗЫГУРТСКИЙ РАЙОН,18683350,"Деятельность, способствующая животноводству",y122021,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КАЗЫГУРТСКИЙ РАЙОН,18683351,"Деятельность, способствующая животноводству",y122021,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КАЗЫГУРТСКИЙ РАЙОН,448148,Строительство,y122021,,x,PATCHED
ТУРКЕСТАНСКАЯ ОБЛАСТЬ,КАЗЫГУРТСКИЙ РАЙОН,448157,Гражданское строительство,y122019,,x,PATCHED
